internet,netdome,abortion,buyamer,condoms1,deathpen,goodeduc,gun,marijuan,moreinc,politics,pollut,sexmarr,liberal,age,educ,emplmerg,income,gender,citysize
2,1,1,4,1,5,5,3,1,5,4,3,1,1,34,5,1,9,0,3
1,2,5,4,4,5,1,3,1,3,1,3,4,2,30,3,1,3,0,1
1,6,1,3,1,1,3,1,1,1,3,2,1,3,72,5,4,4,0,4
1,6,1,1,1, ,4,4,1,4,1,4,3,1,38,2,1,4,0,3
1,5,6,5,3,5,2,2,1,5,4,4,4,3,29,3,1,12,0,4
 ,1,4,5,2,3,5,1,5,5,3,4,5, ,26,6,1, ,0,4
1,4,1,5,4,5,2,1,1,4,1,5,1,2,51,4,1,8,1,4
1,2,4,6,4,5,4,4,5,2,4,3,2,3,41,4,1,9,1,3
1,6,2,6,1,3,4,1,4,6,1,5,5,2,81,2,4,2,0,4
2,6,5,4,3,1,2,1,4,4,4,5,4,4,40,6,1,15,0,4
1,6,4,5,5,5,4,2,1,1,4,4,1,3,75,2,3,3,1,3
1,1,6,4,6,6,2,4,3,3,1,4,6,2,44,4,2,12,0,1
2,1,6,4,5,6,4,1,4,5,1,4,1,4,30,6,1,13,0,4
1,2,5,5,2,6,4,1,1,3,2,4,4,3,33,3,1,12,0,3
1,2,6,2,5,6,3,1,2,5,4,3,3,3,37,6,1,15,1,4
1,5,5,6,6,6,2,3,5,5,2,3,4,3,27,5,1,11,0,3
1,3,4,4,4,4,3,2,2,3,4,5,4,2,54,4,1,10,0,4
1,5,1,6,1,1,6,5,1,1,3,6,1,2,69,4,4,2,0,4
1,5,1,4,1,3,4,2,1,2,3,4,1,2,41,3,4,3,0,1
1,3,1,4,4,6,2,4,1,6,4,6,1,3,54,4,4, ,0,4
2,3,5,6,2,5,5,4,3,4,4,3,1,2,61,6,1,15,1,3
1,1,6,6,6,1,4,1,6,1,6,6,6,3,23,4,2,1,0,1
1,6,4,3,3,4,3,1,1,3,3,3,3,2,67, ,3,1,1,3
1,1,2,5,4,5,4,1,1,5,2,5,2,2,43,6,1,13,0,1
1,3,4,6,3,5,1,4,1,4,6,1,1,3,44,3,4,7,0,2
1,2,5,4,5,4,4,1,5,5,3,5,5,4,65,6,3,11,0,4
1,4,5,5,5,5,2,2,2,4,2,4,5,4,38,6,2,12,0,3
1,4,1,3,1,3,4,6,6,5,1,2,2,3,31,2,1,8,1,1
1,1,6,6,6,3,3,3,4,1,6,4,6,5,55,6,1,7,0,3
1,3,4,5,3,4,1,1,3,6,2,3,3,2,44,3,1,11,0,1
1,3,5,3,5,4,3,1,1,2,3,5,1,3,51,3,4,9,0,3
1,4,1,6,1,6,2,1,1,1,1,6,1,3,69,4,3,4,0,3
1,2,4,5,3,6,4,1,3,5,1,3,3, ,43,5,1, ,1,4
1,5,3,4,1,6,5,3,1,6,1,1,1,1,48,3,1,10,1,2
1,1,3,5,6,6,2,6,1,3,5,2,1,3,55,3,4,6,0,3
1,3,3, , ,5,3,5,1,1,4, ,1,4,54,4,1,8,1,3
1,6,5,6,1,4,1,1,2,5,3,4,1,1,71,3,3,1,0,2
2,3,3,3,4,6,5,4,6,4,4,4,1,2,48,6,1,15,1,4
2,1,3,1,5,2,5,1,5,6,3,1,4,2,27,6,1,15,0,3
1,5,5,5,4,4,4,3,2,5,3,4,4,3,53,3,4,10,0,3
1,2,3,3,4,3,3,1,1,4,2,4,2,3,46,4,1,13,0,3
1,4,3,3,3,6,4,4,5,6,2,3,2, ,49,4,1,14,1,4
1,6,1,4,5,3,4,1,1,3,4,4,1,4,59,3,4,12,0,3
1,1,3,2,3,5,5,1,1,4,4,4,1,2,38,5,1,10,1,4
2,3,1,4,3,4,3,1,2,4,1,4,1,3,42,6,1,9,1,3
2,2,1,4,1,6,4,3,1,4,3,1,1, ,28,6,1, ,1,3
1,5,5,6,5,6,6,1,1,2,1,1,1,3,46,3,4,1,0,3
1,4,6,4,2,5,2,2,1,4,2,3,1,3,45,4,1,6,0,3
1,1,6,3,1,6,4,1,6,1,4,1,1,3,42,3,1,10,1,2
1,6,6,5,4,6,2,1,3,2,5,5,4,2,56,6,1,15,1,4
1,6,1,6,1,1,6,1,5,6,1,6,1,5,62,2,1,1,0,3
1,5,5,6,6,6,1,6,5,6,4,6,6,2,48,3,4,5,0,1
1,4,3,5,2,6,5,2,1,4,4,2,1,2,51,3,1,11,0,4
1,5,6,6,4,4,2,1,5,2,4,5,5,3,68,4,3,6,0,1
1,5,6,1,6,6,3,1,1,1,1,5,1,4,74,5,2,10,0,3
1,3,6,5,6,6,2,4,2,2,2,6,1,3,54,4,1,13,1,4
2,2,6,3,4,4,3,1,3,5,2,4,3,3,35,3,4,11,0,3
1,6,5,4,5,5,2,1,1,1,2,3,2,3,77,3,3,3,1,3
1,3,1,5,1,2,4,1,1,6,3,3,1,2,43,6,1,14,0,4
1,3,3,4,4,6,3,1,5,3,5,4,4,4,34,6,1,10,1,4
1,6,6,2,5,6,4,1,2,1,1,2,1,3,70,3,3,5,0,4
1,5,6,6,6,1,6,1,5,6,4,5,1,1,54,4,1,3,0,3
2,1,1,5,3,4,5,4,4,5,6,5,4,3,57,4,3,14,0,4
1,6,1,6,5,1,1,1,1,1,1,1,1,2,63,3,1, ,1,1
1,1,6, ,4,2,5,6,4,1,4,4,4,2,60,5,1,13,1,3
2,1,5,5,5,6,5,5,5,6,6,5,1,4,43,4,1,14,0,3
1,1,6,6,6,3,1,6,1,4,2,6,3,3,40,3,1,8,1,3
2,1,5,5,5,3,4,2,5,3,2,2,3,4,39,5,1,12,0,4
1,4,1,4,3,5,1,1,1,1,4,1,1,3,64,5,3,10,0,4
1,6,1,6,1,5,5,1,1,1,2,4,1,2,73,3,4,6,0,4
1,6,5,4,6,4,3,4,1, ,5,4,2,2,51,3,3,2,0,3
2,1,4,5,5,4,5,4,3,6,5,5,6, ,46,4,1, ,1,3
1,1,6,6,6,6,6,6,6,6,1,6,1,3,44,3,1,8,1,4
1,6,6,6,4,4,5,1,1, ,4,1,1,2,69,3,3,3,0,4
1,6,4,6,1,5,2,1,2,4,3,6,1,2,75,3,3,5,0,4
2,1,6,5,6,6,2,5,5,2,4,4,5,3,36,3,1,7,0,2
1,6,1,4,3,2,2,1,1,3,4,4,2,3,65,3,3,4,0,4
1,2,2,2,4,4,3,5,2,3,2,2,1,2,58,3,1,10,1,1
1,5,2,5,1,4,4,1,3,2,4,4,1,2,64,4,2,5,1,2
1,6,6,4, ,5,4,1,1,4,5,5,4,3,55,4,1,8,0,3
 ,1,3,4,1,6,2,1,6,2,4,5,1,1,63,3,3,11,0,4
2,1,5,1,6,1,6,5,6,5,1,6,6,3,55,5,1,15,0,4
2,1,3,5,6,6,5,6,1,4,4,4,1, ,33,4,1, ,1,3
2,1,5,6,4,4,1,3,4,5,4,4,2,3,47,4,1,10,1,3
1,5,1,5,3,4,3,1,6,1,4,4,1,4,71,4,3,14,0,1
1,6,3,6,6,6,5,2,4,2,3,4,2,3,56,3,2,1,0,2
1,6,3,6,1,5,3,4,5,4,3,1,1,2,65,5,3,10,0,1
2,2,5,2,5,6,3,1,1,5,1,4,1,4,48,4,1,14,1,3
1,6,1,6,1,3,2,1,6,1,1,2,1,3,62,4,1,12,0,3
1,2,5,1,6,2,5,1,5,4,3,4,3,4,35,3,1,15,1,4
1,4,1,6,1,4,3,1,1,3,3,3,1,3,75,3,3,7,0,4
1,5,4,6,1,5,5,1,5,2,3,5,1,2,28,4,1,13,0,2
1,2,5,5,2,5,4,3,2,5,4,2,1,2,49,4,1,4,0,1
1,6,6,6,5,4,2,1,2,6,2,3,2,2,51,2,1,15,0,3
2,1,4,5,4,1,4,1,1,4,2,3,1,3,33,6,1,5,1,1
1,1,1,5,1,4,2,1,2,2,5,3,1,2,54,3,4,13,0,3
1,4,2,5,2,5,4,1,1,3,3,5,1,3,57,2,4,5,0,3
1,3,1,3,1,5,1,1,1,3,4,5,1,1,38,5,1,12,0,1
2,1,6,5,3,6,4,4,4,4,4,3,4,2,41,5,1,7,0,2
1,3,1,5,1,4,2,1,2,3,3,4,3,2,47,6,2,12,0,3
1,4,4,3,5,5,5,1,4,1,5,5,1,2,80,6,3,6,1,1
1,1,1,6,1,6,5,3,1,4,4,3,1,2,34,5,4,7,0,3
2,1,4,4,2,6,1,3,1,5,4,2,1,4,26,6,1,12,0,3
1,3,6,5,3,2,5,3,1,4,4,4,3,3,61,3,1,12,0,2
1,6,5,6,1,5,2,5,1,1,3,2,1,2,83,3,4,3,0,2
1,4,5,3,2,6,2,1,1,3,1,2,1,2,33,4,1,11,0,1
1,3,2,4,3,5,3,1,4,3,4,2,4,4,45,3,1,12,1,2
1,2,2,5,1,1,2,3,2,4,6,2,1, ,46,3,1, ,1,1
1,2,5,3,5,5,2,1,2,4,5,5,4,4,59,5,4,12,0,3
1,3,2,1,1,6,3,3,1,1,3,3,1,3,42,6,1,6,1,1
2,1,1,3,1,5,5,2,1,4,4,3,1,1,31,6,4,12,0,2
2,1,5,2,5,6,6,5,1,3,4,5,6,3,38,6,1,15,1,2
1,4,1,3,1,5,4,2,1,4,1,5,1,1,33,5,1,9,0,3
1,3,5,4,4,5,4,4,2,4,2,4,2,2,36,3,1,8,1,1
1,6,3,5,4,2,4,3,1,3,4,4,1,3,77,3,3,1,0,3
1,3,5,4,4,5,3,3,4,5,4,2,1,2,28,6,1,11,0,2
1,2,5,4,3,5,2,2,6,3,3,4,2,3,47,4,2,8,0,1
1,1,5,5,6,3,6,1,5,6,3,4,4,3,37,4,1,15,0,3
1,1,6,4,1,5,2,3,3,6,6,1,5,4,34,4,1,14,0,3
2,1,1,5,3,2,1,1,2,5,2,3,1,2,32,4,1,9,1,2
1,5,4,5,2,4,1,1,1,4,2,4,3,3,33,4,4,11,0,2
2,1,5,3,5,6,4,5,4,6,5,2,6,2,24,4,1,12,1,3
2,5,4,1,4,6,4,1,3,5,4,4,2, ,40,6,1, ,1,4
1,3,6,3,6,6,3,3,3,6,1,4,3,3,33,5,1,14,0,4
1,1,4,3,4,1,4,1,2,4,2,3,2,3,37,5,1,12,0,3
1,4,3,4,1,4,4,6,6,4,4,3,1,1,42,3,4,2,0,1
1,5,1,3,2,6,1,1,1,5,4,1,3,3,36,6,1,11,1,4
2,2,6,4,5,1,2,1,4,6,5,6,5,4,32,5,1,4,1,3
1,1,1,1,6,1,1,4,6,6,1,4,6,3,35,2,2,9,1,1
1,3,1,3,1,4,3,1,1,4,1,5,1,1,41,4,2,10,0,3
1,1,4,6,1,6,5,1,1,1,1,1,4,1,73,3,4,3,0,3
1,5,4,5,3,5,4,3,1, ,4,1,1,2,61,3,3,3,1,4
1,6,1,4,1,6,2,5,1,6,5,5,1,2,33,3,4,6,0,3
1,4,2,6,3,4,3,1,1,2,3,4,1,3,29,3,4,2,0,2
1,2,1,4,1,1,5,1,2,3,1,5,1,3,41,3,1,8,0,2
1,3,6,3,3,5,2,3,4,5,1,4,4,3,27,5,1,13,0,2
 ,6,4,6,1,1,4,4,1,2,2,4,4,1,61,3,2,1,0,2
1,2,6,4,6,6,2,2,4,6,5,6,5,4,38,6,1,12,1,2
1,1,6,5,6,6,1,1,6,6,3,6,6,4,24,6,1,2,0,1
1,5,5,5,4,4,3,2,3,3,3,3,1,3,66,4,3,1,0,2
1,1,4,3,3,6,6,1,1,4,3,3,3,1,35,5,1,10,1,4
2,2,1,4,2,1,3,2,3,1,5,5,5,5,40,6,1,7,1,4
2,5,5,5,1,6,1,1,1,2,1,3,1,1,47,3,1,8,0,3
2,1,6,5,1,6,2,5,4,6,4,6,6,2,30,4,1,15,1,4
2,1,1,1,4,5,3,2,6,5,3,4,4,3,26,3,4,4,0,1
1,3,6,6,6,6,6,6,6,6,1,6,6,3,38,3,1,11,0,4
1,1,6,6,5,2,4,1,4,6,1,4,6,3,23,6,2,3,0,4
2,1,1,3,1,6,5,5,1,5,2,2,1,2,36,4,1,7,1,3
1,6,6,6,6,5,3,3,1,5,2,4,4,3,73,1,3,5,0,2
1,2,1,6,6,1,6,5,1,6,6,1,6,1,28,6,1,7,1,4
1,6,6,5,6,6,5,1,6,4,2,4,6,3,38,3,1,6,0,1
1,5,2,6,1,6,1,2,1,1,4,3,1,2,55,3,1,7,0,2
1,2,4,3, ,3,2,2, ,3,5,4,4,3,51,6,1,13,0,1
1,4,5,4,3,6,3,2,4,3,2,3,2,2,38,4,1,10,0,4
1,6,1,6,1,1,3,1,1,5,3,6,1,2,72,1,3,15,1,2
1,1,6,3,6,1,3,1,4,4,5,3,6,4,47,5,1,10,1,3
1,5,2,1,4,4,4,1,1,1,4,2,1,4,55,4,4,10,0,3
1,2,4,6,4,3,4,1,3,4,4,2,5,3,31,3,2,10,1,3
2,1,5,3,3,6,5,4,2,3,2,2,3,2,59,3,1,11,1,3
1,3,5,5,5,5,4,5,2,1,3,3,1,3,75,4,1,6,1,1
1,6,6,5,1,6,3,4,4,3,2,5,1,1,77,5,4,4,0,3
1,6,5,6,4,1,3,4,4,1,1,6,1,5,73,3,3, ,0,4
1,6,6,6,5,4,4,1,2,4,6,4,3,4,72,6,3,9,0,3
1,5,5,6,3,1,3,4,1,2,2,2,1,2,59,4,1,12,0,4
1,5,1,6,1,6,3,6,1,1,1,3,1,2,68,2,3,4,1,1
1,6,4,5,2,3,4,6,2,5,1,3,1,2,50,2,1,11,1,3
1,2,4,4,1,6,5,6,1,2,2,3,6,3,57,4,1,9,1,4
1,4,1,6,6,1,5,1,1,5,5,6,1,2,41,3,1,4,0,4
1,1,6,6,6,6,6,6,6,6,6,1,1, ,58,6,3, ,1,4
1,4,5, ,5, , , , , , , , ,3,37,3,1,6,0,4
1,5,6,5,3,5,3,3,2,4,1,2,2,4,41,4,4,11,0,1
1,1,6,6,4,3,3,1,2,4,4,4,1,3,45,3,1,14,1,2
1,4,4,6,4,3,4,3,1,2,1,3,1,3,74,3,3,3,0,1
1,4,1, ,1, , , , , , , , ,3,51,4,1,9,0,4
2,1,1,4,4,5,3,4,1,4,2,4,1,2,35,6,1,6,1,2
1,1,5,4,5,3,3,2,2,6,4,4,5,3,20,4,1,6,0,4
1,1,1,3,1,3,1,1,1,5,1,4,1,3,21,4,2,1,0,1
1,5,6,4,4,6,2,5,1,6,6,5,1,2,58,6,1,15,1,4
1,6,3,6,3,6,6,1,6,5,1,3,2,1,51,2,4,4,1,3
2,1,3,6,3,4,2,1,1,4,2,3,2,2,31,4,1,10,0,3
1,4,6,6,5,5,4,4,4,3,4,4,4,2,35,4,4,1,1,4
 ,5,4,3,1,6,4,2,1,4,5,3,1,2,65,4,3,9,1,4
1,6,1,5,4,6, ,1, ,6,1,6,1,2,31,6,4,4,0,3
2,1,5,4,2,2,3,1,1,5,2,3,1,3,38,3,4,5,1,3
1,4,1,4,5,1,3,1,1,1,6,2,1,3,58,6,1,12,1,2
1,6,1,2,1,5,1,1,1,1,5,5,2,2,76,6,3,8,0,4
1,4,6,5,3,5,4,2,2,2,2,3,1,3,71,3,3, ,0,4
2,1,3,4,6,4,5,1,5,6,1,6,6,2,40,4,1,10,0,3
1,6,1,5,1,5,1,6,1,5,3,4,1,2,42,3,1,10,1,1
1,2,2,4,3,5,4,2,2,6,5,4,1,3,42,4,1,15,1,4
1,3,1,4,1,6,3,6,1,4,6,4,1,2,32,4,1,7,1,2
2,1,6,5,5,4,2,1,6,5,4,3,6,3,45,4,1,13,0,4
1,6,5,6,1,1,1,5,2,5,1,6,1,5,65,3,3,15,1,4
1,5,6,5,5,6,2,4,5,3,4,3,2, ,47,2,4, ,1,3
1,6,1,5,1,5,1,1,1,2,1,5,1,2,71,2,1,11,1,1
1,1,6,6,1,6,4,6,1,2,3,1,1,3,55,4,1,13,0,4
2,2,3,4,1,5,1,5,1,4,2,4,1,2,49,6,1,12,0,2
2,1,1,5,2,5,2,1,6,3,5,2,1,3,27,6,1,11,1,3
1,5,1,5,1,6,3,3,1,4,2,4,1,2,64,3,3,2,0,2
1,4,3,6,1,2,1,1,3,5,4,4,1,2,66,3,4,5,0,1
1,5,1,5,1,6,6,6,3,2,5,1,1,1,60,4,3,5,0,2
1,6,4,4,2,4,5,1,1,2,1,4,1,3,78,4,3,8,1,4
1,1,1,1,1,6,4,5,1,5,6,6,1, ,37,6,1, ,1,4
1,1,1,6,1,6,2,1,1,5,4,5,1,1,44,4,2,5,0,1
1,4,1,6,1,6,2,3,5,4,1,6,1,2,67,1,3,5,1,1
1,3,1,4,1,4,6,1,1,6,1,4,1,1,20,4,2,2,0,3
1,1,5,6,5,6,1,1,4,6,2,4,5,2,54,6,2,11,0,4
1,1,6,1,6,6,5,2,6,6,6,5,4,2,35,4,1,11,1,4
1,5,2,4,3,4,5,3,2,3,2,4,1,2,71,4,3,10,0,3
1,6,6,6,2,6,2,4,3,5,4,3,1,3,36,4,1,10,1,1
1,1,1,6,1,1,1,6,1,1,6,5,1,1,78,4,3,3,0,2
1,2,1,5,1,5,2,2,1,3,6,1,1,1,58,6,4,8,0,2
2,1,5,4,4,2,1,1,1,6,5,3,4,3,41,3,1,11,0,2
1,5,1,4,4,1,4,3,1, ,4,3,1,5,83,3,3,3,0,4
2,2,1,5,1,6,4,3,1,4,3,1,1,2,45,4,1,12,0,2
1,2,5,6,1,2,4,6,4,4,2,3,1,3,34,3,1,11,1,2
1,1,6,5,6,1,4,1,2,6,4,4,1,3,63,3,2,10,0,2
 , ,1, ,6, , ,4, ,6, , , ,2,91,5,3,2,0,1
1,2,1,4,5,6,3,3,4,6,5,3,1,4,41,3,1,13,0,2
1,1,2,6,4,4,1,1,4,5,2,3,2,3,43,3,1,12,1,3
1,6,4,5,4,5,4,4,1,6,1,4,3,4,53,3,1,14,1,3
1,4,5,5,1,1,5,1,1,1,4,5,1, ,56,6,1, ,1,3
2,2,1,4,1,6,3,4,1,4,1,3,1,2,49,4,2,10,1,3
1,6,6,6,6,5,3,4,1,1,3,3,4,3,75,2,3, ,1,2
1,6,1,6,6,6,3,6,1,4,1,5,1,3,38,4,4, ,0,2
1,4,1,4,1,6,4,4,1,5,6,5,1,1,78,4,1,13,1,3
1,1,6,4,6,5,4,1,6,3,4,6,6,3,26,3,1,6,0,2
1,3,1,4,2,1,2,1,1,1,3,4,1,2,62,5,4,10,0,1
2,1,6,4,4,6,2,2,4,5,4,4,1,2,48,6,1,15,1,4
1,1,5,6,5,5,2,6,4,3, ,4,2,4,52,4,1,6,1,2
1,1,4,4,6,5,1,1,6,3,5,4,6,4,32,4,4,5,1,1
1,1,4,4,4,5,1,1,4,4,3,4,4,3,44,6,1,15,0,4
1,4,6,2,6,6,4,3,6,2,3,6,6,5,50,4,4,2,1,4
2,2,4,4,5,2,3,4,3,4,4,4,3,4,52,3,1,5,1,4
1,4,5,2,2,6,3,3,3,4,2,3,2,3,41,3,1,8,1,3
1,5,3,5,2,4,3,2,2,3,2,3,2,3,37,3,1,5,1,1
2,1,6,6,2,6,5,1,5,5,6,4,6,4,19,3,2,6,1,3
1,6,1,6,1,4,1,1,1,1,1,4,1,2,63,3,3,4,0,2
1,6,2,5,1,6,2,1,1,1,5,1,1,3,60,3,4,1,0,4
1,6,6,5,3,6,1,6,6,4,3,4,1,2,59,4,3,12,1,2
1,5,1,6,1,6,5,5,2,3,3,6,1,3,67,4,3,8,1,2
1,4,4,4,5,2,5,2,4,3,4,3,5,3,48,4,1,8,0,3
1,6,5,3,5,6,6,2,1,5,1,1,1,3,26,4,1,9,1,4
1,1,5,5,3,6,2,4,4,3,5,3,3,2,44,5,4,1,1,3
1,5,3,4,4,4,2,3,2,5,2,3,2,2,26,4,4,2,0,4
1,3,3,6,1,1,4,1,1,4,4,4,1,2,73,3,4,5,0,2
1,5,1,6,6,6,1,2,1,4,1,5,4,3,60,4,1,9,0,2
1,2,1,4,4,6,3,4,6,5,6,4,2,3,30,4,1,8,1,3
2,1,1,4,5,6,1,2,1,4,3,5,1,3,28,5,1,9,1,4
1,1,6,5,5,6,3,5,4,4,4,3,3,2,77,4,3,6,1,3
1,6,6,5,5,4,6,1,1,1,3,4,6, ,88,2,3, ,1,4
2,1,6,3,5,6,3,2,4,5,3,4,5,4,26,5,1,9,1,4
1,6,1,6,5,4,5,5,2,3,1,5,1,3,27,2,1,5,1,4
1,6,2,6,4,1,1,1,1,2,3,5,1,2,63,5,1,7,0,3
2,1,4,1,6,6,4,1,1,6,5,5,6,5,31,4,1,9,1,4
2,1,6,4,5,2,3,1,4,3,4,6,6,5,47,6,1,15,0,4
1,2,2,5,3,3, ,1,1,3,1,3,4,4,32,3,4,1,0,4
1,2,5,5,4,5,4,4,3,5,4,5,3,3,31,4,1,6,1,2
2,2,1,4,3,6,4,3,3,6,6,5,4,1,24,5,1,5,1,1
2,1,6,4,6, , , , , , ,5, ,5,26,4,1,5,0,3
2,2,2,3,4,4,1,3,2,6,2,3,1,2,29,4,1,7,0,4
1,1,5,5,5,4,1,1,1,6,2,2,1,3,31,5,1,10,0,3
1,1,6,5,4,6,1,1,4,6,2,3,4,3,27,6,1,10,0,4
1,2,6,5,5,1,5,1,1,4,4,6,1,3,78,4,3,2,0,3
1,3,1,4,1,6,4,1,1,2,1,5,1,3,27,4,1, ,1,4
1,2,5,4,5,4,2,2,4,5,3,4,4,3,43,4,1,12,1,1
1,4,5,6,5,5,3,2,2,4,4,5,3,2,27,4,1,6,0,1
1,1,1,3,3,4,5,6,6,4,6,5,1,3,41,4,1,3,1,2
1,5,3,6,5,6,3,6,4,6,2,6,1,2,34,4,1,11,1,1
1,1,1,3,1,4,4,3,4,4,3,4,4,1,26,3,4,1,1,3
1,2,4,3,4,2,3,3,1,4,3,4,3,3,38,5,1,7,0,3
1,5,1,2,4,3,1,3,1,5,4,4,4,3,27,3,2,1,0,3
1,1,4,1,4,5,5,5,3,6,1,4,5,3,28,4,1,5,0,4
1,5,4,6,4,5,5,3,4,6,2,5,4,4,37,4,1,10,1,3
1,1,6,6,6,6,3,1,6,6,4,4,6,3,30,3,1,4,0,3
1,1,6,5,1,6,6,1,1,6,2,2,5,2,43,6,1,15,0,4
1,2,6,4,5,6,2,1,5,6,4,5,4,3,35,3,1,11,0,3
1,5,3,6,3,6,4,6,3,3,5,3,1,2,70,5,3,12,1,3
2,1,4,1,3,5,6,1,3,6,3,5,4,3,28,4,1,10,0,4
2,1,5,5,4,6,4,1,5,4,3,5,3, ,49,4,1, ,1,4
1,1,3,2,2,6,3,2,1,5,3,5,2,2,32,4,1,12,1,4
1,4,4,5,5,4,2,4,2,5,3,3,4,2,41,4,1,4,1,1
1,6,4,5,1,6,3,1,1,1,6,5,1,2,68,4,3,13,0,4
1,3,2,5,4,5,3,2,1,5,2,3,4,3,42,4,1,7,0,1
1,4,2,5,1,1,1,1,1,3,6,4,6,2,41,4,2,10,0,2
1,2,6,4,4,4,4,3,4,6,4,4,4,5,28,4,1,7,0,4
 ,1,1,2,1,4,4,1,1,5,1,4,1,2,42,5,1,15,1,3
2,1,5,6,3,5,3,1,3,4,2,4,3,3,44,3,1,15,1,4
2,2,1,3,5,5,5,1,2,2,2,5,1,3,63,4,3,14,0,1
1,5,3,5,2,5,5,1,1,3,5,5,1,2,54,4,4,14,0,3
1,4,1,3,4,1,4,2,3,4,1,5,1,1,29,3,4,1,0,1
1,4,4,4,4,4,3,1,1,5,4,4,4,3,51,3,1,7,1,3
1,3,6,5,3,4,3,1,5,3,5,3,1,2,65,3,1,12,0,4
1,1,6,5,2,6,2,1,6,6,1,5,1,4,29,3,1,11,0,4
2,1,6,4,6,1,3,1,4,6,6,4,6,3,37,6,2,12,0,4
2,1,2,5,4,3,4,1,1,2,1,4,1,4,67,3,1,14,0,3
2,1,6,5,3,5,3,3,3,4,1,4,3,3,27,6,1,9,1,4
1,3,5,4,5,6,3,2,1,5,3,4,1,2,56,4,1,11,1,1
1,6,6,5,3,5,3,6,1,3,2,3,3,2,50,4,1,8,0,4
2,1,1,6,1,6,4,1,1,5,3,3,1,2,44,5,1,13,1,3
2,1,6,4,4,5,4,1,4,5,2,5,4,3,37,3,1,7,0,4
1,6,2,2,2,4,5,4,1,5,5,5,5,2,42,3,1,3,0,3
1,4,1,4,5,4,4,3,2,6,2,2,2,3,32,3,4,1,0,3
1,4,1,4,1,6,5,6,1,6,4,1,1,5,52,3,1,4,1,1
1,1,3,6,1,4,1,2,1,3,1,3,4,2,39,4,1,10,0,1
1,6,6,4,6,4,1,1,1,3,2,4,1,3,53,4,4,2,0,4
1,1,5,4,4,3,4,1,4,3,1,1,3,3,40,5,1,12,1,3
1,5,1,4,5,5,4,2, ,5,1,3,1,2,34,3,2,9,0,3
2,2,3,4,3,3,2,5,5,6,5,3,3,2,28,6,4,1,1,2
1,4,1,6,1,1,3,6,1,5,5,2,1,3,30,2,1,11,1,4
2,2,1,3,2,5,2,1,2,5,4,4,2,3,35,5,1,12,1,4
2,2,1,5,1,6,5,6,1,1,2,4,1, ,69,3,3, ,1,2
1,6,6,4,4,6,5,1,1,5,2,6,4,4,37,4,4,9,0,2
2,1,5,4,1,5,4,1,3,4,1,4,5,3,40,5,1,10,1,4
1,5,1,5,1,6,5,6,1,3,4,2,1,1,54,6,1,15,1,1
1,2,1,5,1,6,3,4,1,5,5,2,1,2,42,4,1,11,1,4
2,1,5,5,2,5,3,1,2,5,5,6,5,3,33,6,1,15,1,2
2,1,6,3,5,6,4,1,3,5,6,4,5,3,58,6,1,14,1,4
1,2,3,5,4,4,3,1,1,5,2,4,2,3,36,3,1,13,1,3
2,1,5,5,2,6,4,1,4,5,5,2,3,2,50,4,2,4,1,1
1,2,6,6,1,6,1,1,1,4,4,2,1,4,51,5,1,15,0,4
1,6,6,5,2,2,5,1,5,2,5,5,5,2,69,5,3,1,1,4
1,5,6,6,4,6,3,6,4,5,3,3,6,3,44,3,1,12,1,2
1,6,1,6,1,3,5,5,6,4,1,1,1,3,52,3,3,1,1,2
1,3,6,4,2,6,2,1,2,1,4,4,4,2,70,4,3,6,0,2
1,1,6,4,6,4,3,1,4,5,4,6,5,4,36,6,1,14,0,4
2,3,1,5,1,6,1,1,1,6,3,2,1,2,57,6,1,10,1,4
1,2,2,5,2,6,2,6,2,2,5,6,1,2,58,3,1,8,1,1
2,2,5,3,4,5,1,1,3,5,4,3,2,3,36,3,2,13,0,3
1,6,6,6,1,2,5,1,1,5,4,4,1,2,77,3,3,4,1,3
2,2,1,6,3,2,3,5,5,6,2,2,1,2,42,4,1,10,1,4
1,1,5,2,6,6,1,3,4,5,6,3,6,2,37,5,1,10,1,4
2,1,1,6,1,6,1,1,1,5,1,4,1,2,36,3,1,5,0,3
2,1,6,5,3,6,3,6,5,6,6,3,3,3,46,3,4,11,0,4
 ,4,4,5,4,5,4,4,1,5,4,4,1,2,53,3,1,11,0,2
1,2,2,2,1,5,2,1,1,1,3,2,1,3,75,6,3,6,1,4
1,1,4,1,3,6,1,1,4,5,1,5,1,3,40,6,1,7,0,4
1,6,5,5,4,5,3,4,5,1,4,4,4,1,60,3,1,4,0,1
1,5,5,3,4,4,2,2,4,6,3,3,4,4,25,2,1,13,1,4
1,6, , , , , ,1, ,5,1,4, , ,61,2,2, ,0,3
1,4,6,4,4,6,1,1,1,6,4,4,5,4,70,6,3,12,0,4
2,1,6,3,5,5,3,1,6,6,6,6,6,5,43,5,1,15,1,4
1,6,5,5,6,6,2,2,5,5,4,3,1,4,41,3,1,10,1,3
1,4,5,4,3,1,4,1,1,6,4,4,6,2,37,4,2,1,1,3
1,4,1,4,1,1,2,1,1,3,2,2,1,2,20,3,4,1,0,1
1,4,6,6,5,6,5,6,6,4,5,3,1,2,39,3,1,6,1,2
1,6,2,4,1,6,5,2,1,5,1,5,1,3,51,4,1,4,0,4
2,1,6,5,5,6,4,3,5,5,4,4,6,2,52,3,1,15,0,3
